res_e,learning_rate,fidelity,converged,epochs
0.09296555898883696,0.01,0.9892700427688095,False,3000
0.1707624950239932,0.01,0.9738201555778985,False,3000
0.1763166942427432,0.01,0.9729715565789601,False,3000
0.2118238963911807,0.01,0.9628277229393672,False,3000
0.23664231680133696,0.01,0.9593210304429408,False,3000
0.32228608511188384,0.01,0.9395665934569996,False,3000
0.24335236929157134,0.01,0.9578190625574137,False,3000
0.08769746206500884,0.01,0.990971890549139,False,3000
0.21170945547321196,0.01,0.9637641598085871,False,3000
0.14852280996539946,0.01,0.9796383890563862,False,3000
11.667123273832587,0.01,0.15716155474039187,False,3000
0.22690720937946196,0.01,0.9644738402233192,False,3000
0.35854096792438384,0.01,0.9311070297253555,False,3000
0.2257551708052432,0.01,0.9648432826380113,False,3000
0.21746201894977446,0.01,0.9662689882942275,False,3000
0.10083146475055571,0.01,0.989802798010417,False,3000
0.13825364492633696,0.01,0.980090158316059,False,3000
24.73235841177204,0.01,0.2809572224582455,False,3000
0.05257554434039946,0.01,0.9950348006367827,False,3000
0.36734910391071196,0.01,0.9257234578740894,False,3000
