res_e,learning_rate,fidelity,converged,epochs
0.12413926504352446,0.01,0.9837439433034341,False,3000
0.00904221914508696,0.01,0.9993672402740759,False,3000
12.329240278227118,0.01,0.6459185653126256,False,3000
0.09785600088336821,0.01,0.9882961572001145,False,3000
9.77605958364704,0.01,0.6681528477576656,False,3000
0.32970185659625884,0.01,0.9383637026428421,False,3000
0.3683790721724307,0.01,0.924693288095459,False,3000
0.3886732616255557,0.01,0.9239873644866785,False,3000
0.01777787588336821,0.01,0.9987455867030082,False,3000
0.12263245962360259,0.01,0.9839324176001432,False,3000
0.12773652456500884,0.01,0.9831775038834092,False,3000
0.01239152334430571,0.01,0.9991126389102476,False,3000
0.07749314687946196,0.01,0.9919758306616124,False,3000
0.08393998525836821,0.01,0.9898058898156489,False,3000
0.8775229015181338,0.01,0.8171888232808865,False,3000
0.13166184805133696,0.01,0.9820019605664725,False,3000
0.06508012197711821,0.01,0.9929316742623763,False,3000
0.32627244375446196,0.01,0.9552449159248944,False,3000
0.10084672353961821,0.01,0.9876059500891877,False,3000
0.2654394664595401,0.01,0.9574598933752375,False,3000
