res_e,learning_rate,fidelity,converged,epochs
0.2044996776411807,0.01,0.9670766091434299,False,3000
0.13541932485797759,0.01,0.9813616896596269,False,3000
0.10215516470172759,0.01,0.9875991827501767,False,3000
0.037450269682196335,0.01,0.9971899333733806,False,3000
0.15940232656696196,0.01,0.9746521002837789,False,3000
0.44753404043414946,0.01,0.905209715590907,False,3000
0.10794206045368071,0.01,0.9863463901506584,False,3000
0.015241102201727585,0.01,0.9990310120840957,False,3000
0.03083939932086821,0.01,0.9974934055685787,False,3000
0.12830491445758696,0.01,0.9823555886068591,False,3000
0.9407362499068057,0.01,0.8019884341523214,False,3000
0.18956513784625884,0.01,0.9697210037678994,False,3000
0.16462083242633696,0.01,0.976987479420537,False,3000
0.4043898143599307,0.01,0.9192444422705383,False,3000
0.04294724844196196,0.01,0.9961983465206784,False,3000
0.13982911489704009,0.01,0.9809766193322181,False,3000
0.11486955068805571,0.01,0.9851442856094438,False,3000
0.2699446239302432,0.01,0.9545190534929772,False,3000
0.011212781889227585,0.01,0.9993137536682267,False,3000
0.038938001615790085,0.01,0.9974651744667985,False,3000
