res_e,learning_rate,fidelity,converged,epochs
0.9438337840864932,0.01,0.8018990333544449,False,3000
0.45816941641071196,0.01,0.9031776912041902,False,3000
0.4581465282271182,0.01,0.9031781388483595,False,3000
0.9438604869673526,0.01,0.8018972101062983,False,3000
0.7286543407271182,0.01,0.8451846795306821,False,3000
0.9437727489302432,0.01,0.8018675127677549,False,3000
0.4581732311079776,0.01,0.9031780763365227,False,3000
0.9438299693892276,0.01,0.8018975441944295,False,3000
0.9438185252974307,0.01,0.8018972990997967,False,3000
0.9438375987837588,0.01,0.8018630964430277,False,3000
0.7286695995161807,0.01,0.8452683096496905,False,3000
0.5579161205122745,0.01,0.8804701804292473,False,3000
0.943826154691962,0.01,0.8018633832863129,False,3000
0.7291807689497745,0.01,0.8445749980567091,False,3000
0.5578779735396182,0.01,0.8804775037049617,False,3000
0.9438185252974307,0.01,0.8018967733425052,False,3000
0.5579390086958682,0.01,0.8804743253522194,False,3000
0.9438185252974307,0.01,0.8018633247568239,False,3000
0.5578779735396182,0.01,0.8804776045142877,False,3000
0.7286390819380557,0.01,0.8451839123409624,False,3000
