res_e,learning_rate,fidelity,converged,epochs
1.9196028270552432,0.01,0.8344683560032637,False,1000
2.64489503286579,0.01,0.5543952404637472,True,499
37.08767838857868,0.01,0.05641113616435991,False,1000
37.56112809560993,0.01,0.15453692408091604,False,1000
31.27301545522907,0.01,0.3502748725410609,False,1000
1.9300093211958682,0.01,0.8353609670635549,False,1000
37.46536107443073,0.01,0.0921166814339415,False,1000
0.1358656444380557,0.01,0.9844629053202508,False,1000
2.0382704295943057,0.01,0.874782653288744,False,1000
0.02487321279743071,0.01,0.9982132250375119,False,1000
0.060574964506415085,0.01,0.9941808078212083,False,1000
0.07109208486774321,0.01,0.9922309548596423,True,999
1.0262884654829776,0.01,0.9188884598506065,False,1000
38.12192769430378,0.01,0.03992493591472104,False,1000
38.42065186880329,0.01,0.12038384252879519,False,1000
35.719361738188056,0.01,0.20745122891801718,False,1000
0.2151350536177432,0.01,0.9648557703408338,False,1000
37.411099866850165,0.01,0.07919678234724982,False,1000
13.864854291898993,0.01,0.5961528463242026,False,1000
37.751445249540595,0.01,0.09217480491114038,False,1000
