res_e,learning_rate,fidelity,converged,epochs
0.9354223766157901,0.01,0.8039432169439311,False,1000
1.5135206737349307,0.01,0.9218385329767048,False,1000
1.466958478910712,0.01,0.8869743929739475,False,1000
12.34854264639118,0.01,0.5563083149826269,False,1000
8.52560563467243,0.01,0.7372418645072426,False,1000
0.13983674429157134,0.01,0.9935870664333297,False,1000
0.06089921377399321,0.01,0.9941037746589897,False,1000
0.11412187002399321,0.01,0.9863914475768506,False,1000
0.11483521841266509,0.01,0.9867051459653771,False,1000
39.11496873281696,0.01,0.11298174059863475,False,1000
0.10094590566852446,0.01,0.9876810186449433,False,1000
0.01723618887164946,0.01,0.9990510201383616,False,1000
0.19825120352008696,0.01,0.9704298436163618,False,1000
0.03605790518024321,0.01,0.9967632945696041,False,1000
5.323453382475165,0.01,0.7673779228113611,False,1000
0.01098008535602446,0.01,0.9992144965401583,False,1000
0.3117384471724307,0.01,0.9420793844748429,False,1000
0.11099381826618071,0.01,0.9860519573170958,True,624
0.10460801504352446,0.01,0.9871266207474476,False,1000
36.91019006155231,0.01,0.09297800560367282,False,1000
