res_e,learning_rate,fidelity,converged,epochs
33.48168702505329,0.01,0.17322349726885075,False,3000
36.95287938497761,0.01,0.07619058362557865,False,3000
35.92442841909626,0.01,0.19591412156205926,False,3000
37.661662534696845,0.01,0.09167094035498377,False,3000
0.1254896678755557,0.01,0.9829362272734,False,3000
1.8439878978560245,0.01,0.9243469128049775,False,3000
36.02262635610798,0.01,0.009063082074159599,False,3000
0.15139146230914946,0.01,0.9915281814727472,False,3000
34.73711152456501,0.01,0.19892825038229398,False,3000
0.2048506297896182,0.01,0.9865448111988896,False,3000
2.1221251048872745,0.01,0.6202228379395895,False,3000
0.8208326854536807,0.01,0.9485847094399946,False,3000
1.3050779857466495,0.01,0.9518709224577662,False,3000
34.10701127432087,0.01,0.10254778266609998,False,3000
0.01620622060993071,0.01,0.9988191090463691,False,3000
0.24164719961383696,0.01,0.9583921148556079,False,3000
34.31792207144001,0.01,0.199362009638752,False,3000
33.99531693838337,0.01,0.13635509864168516,False,3000
0.37214036367633696,0.01,0.928155197425444,False,3000
0.022427991850165085,0.01,0.9969090525674115,False,3000
