res_e,learning_rate,fidelity,converged,epochs
0.057454542143133835,0.01,0.9941376794980455,False,3000
0.14470811269977446,0.01,0.9793233365025689,False,3000
18.632913068754462,0.01,0.2662353809590772,False,3000
0.0062841930220400855,0.01,0.9992264765067599,False,3000
0.15207810781696196,0.01,0.9764320969786887,False,3000
0.7645277538130557,0.01,0.8436160403949288,False,3000
40.95558495901325,0.01,0.033650004639401467,False,3000
0.07317490957477446,0.01,0.9920315207548713,False,3000
10.200299695951728,0.01,0.6006222075896533,False,3000
0.09914918325641509,0.01,0.9886894014040609,False,3000
0.013417676908758835,0.01,0.9991199787655216,False,3000
10.830022291166571,0.01,0.18427185181947986,False,3000
0.030614332182196335,0.01,0.9978229319759387,False,3000
0.2924055614302432,0.01,0.9456679985149603,False,3000
0.2626356639693057,0.01,0.9555289486200996,False,3000
7.449750379545478,0.01,0.6123965810642035,False,3000
0.06564469717243071,0.01,0.994125489298713,False,3000
0.08759446523883696,0.01,0.9890806680589682,False,3000
0.12000413320758696,0.01,0.984481977747621,False,3000
0.8961348094771182,0.01,0.8170755520906551,False,3000
